"OriginalPath","MovedTo","Timestamp"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.1.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.1.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.browser.cjs.1.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.browser.cjs.1.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.browser.js.1.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.browser.js.1.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.browser.js.2.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.browser.js.2.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.1.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.1.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.10.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.10.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.11.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.11.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.12.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.12.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.13.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.13.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.14.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.14.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.15.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.15.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.2.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.2.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.3.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.3.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.4.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.4.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.5.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.5.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.6.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.6.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.7.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.7.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.8.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.8.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.cjs.9.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.cjs.9.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.cts.1.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.cts.1.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.cts.10.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.cts.10.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.cts.11.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.cts.11.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.cts.2.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.cts.2.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.cts.3.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.cts.3.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.cts.4.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.cts.4.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.cts.5.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.cts.5.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.cts.6.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.cts.6.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.cts.7.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.cts.7.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.cts.8.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.cts.8.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.cts.9.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.cts.9.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.mts.1.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.mts.1.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.mts.10.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.mts.10.diff.txt","8/31/2025 5:45:45 PM"
"C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.d.mts.11.diff.txt","C:\Users\chell\Documents\Sallie_Sovereign\_staging\conflicts\index.mjs\index.d.mts.11.diff.txt","8/31/2025 5:45:45 PM"
